factor_id,name,category,data_dependency,effective_lag,economic_rationale,direction,owner,tests,pit_rule,status
gap_down_count_20,gap_down_count_20,trend_shape,daily_bar,"T+0 close-based, usable from next trade day",captures candle shape and path behavior linked to supply-demand imbalance,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
gap_down_count_60,gap_down_count_60,trend_shape,daily_bar,"T+0 close-based, usable from next trade day",captures candle shape and path behavior linked to supply-demand imbalance,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,approved
long_upper_shadow_count_20,long_upper_shadow_count_20,trend_shape,daily_bar,"T+0 close-based, usable from next trade day",captures candle shape and path behavior linked to supply-demand imbalance,lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,approved
long_upper_shadow_count_60,long_upper_shadow_count_60,trend_shape,daily_bar,"T+0 close-based, usable from next trade day",captures candle shape and path behavior linked to supply-demand imbalance,lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
long_lower_shadow_count_20,long_lower_shadow_count_20,trend_shape,daily_bar,"T+0 close-based, usable from next trade day",captures candle shape and path behavior linked to supply-demand imbalance,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
long_lower_shadow_count_60,long_lower_shadow_count_60,trend_shape,daily_bar,"T+0 close-based, usable from next trade day",captures candle shape and path behavior linked to supply-demand imbalance,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,approved
up_day_ratio_20,up_day_ratio_20,technical_other,daily_bar,"T+0 close-based, usable from next trade day",technical descriptor; must earn inclusion through out-of-sample evidence,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
up_day_ratio_60,up_day_ratio_60,technical_other,daily_bar,"T+0 close-based, usable from next trade day",technical descriptor; must earn inclusion through out-of-sample evidence,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
down_day_ratio_20,down_day_ratio_20,technical_other,daily_bar,"T+0 close-based, usable from next trade day",technical descriptor; must earn inclusion through out-of-sample evidence,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
down_day_ratio_60,down_day_ratio_60,technical_other,daily_bar,"T+0 close-based, usable from next trade day",technical descriptor; must earn inclusion through out-of-sample evidence,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
positive_body_ratio_20,positive_body_ratio_20,trend_shape,daily_bar,"T+0 close-based, usable from next trade day",captures candle shape and path behavior linked to supply-demand imbalance,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
positive_body_ratio_60,positive_body_ratio_60,trend_shape,daily_bar,"T+0 close-based, usable from next trade day",captures candle shape and path behavior linked to supply-demand imbalance,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
return_autocorr_20,return_autocorr_20,technical_other,daily_bar,"T+0 close-based, usable from next trade day",technical descriptor; must earn inclusion through out-of-sample evidence,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,approved
return_autocorr_60,return_autocorr_60,technical_other,daily_bar,"T+0 close-based, usable from next trade day",technical descriptor; must earn inclusion through out-of-sample evidence,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
downside_tail_return_20,downside_tail_return_20,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,approved
downside_tail_return_60,downside_tail_return_60,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
upside_tail_return_20,upside_tail_return_20,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
upside_tail_return_60,upside_tail_return_60,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
return_abs_mean_20,return_abs_mean_20,technical_other,daily_bar,"T+0 close-based, usable from next trade day",technical descriptor; must earn inclusion through out-of-sample evidence,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
return_abs_mean_60,return_abs_mean_60,technical_other,daily_bar,"T+0 close-based, usable from next trade day",technical descriptor; must earn inclusion through out-of-sample evidence,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
price_efficiency_20,price_efficiency_20,trend_shape,daily_bar,"T+0 close-based, usable from next trade day",captures candle shape and path behavior linked to supply-demand imbalance,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
price_efficiency_60,price_efficiency_60,trend_shape,daily_bar,"T+0 close-based, usable from next trade day",captures candle shape and path behavior linked to supply-demand imbalance,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
price_efficiency_120,price_efficiency_120,trend_shape,daily_bar,"T+0 close-based, usable from next trade day",captures candle shape and path behavior linked to supply-demand imbalance,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
trend_strength_20,trend_strength_20,trend_shape,daily_bar,"T+0 close-based, usable from next trade day",captures candle shape and path behavior linked to supply-demand imbalance,higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
trend_strength_60,trend_strength_60,trend_shape,daily_bar,"T+0 close-based, usable from next trade day",captures candle shape and path behavior linked to supply-demand imbalance,higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
trend_strength_120,trend_strength_120,trend_shape,daily_bar,"T+0 close-based, usable from next trade day",captures candle shape and path behavior linked to supply-demand imbalance,higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
close_above_ma_ratio_20,close_above_ma_ratio_20,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
close_above_ma_ratio_60,close_above_ma_ratio_60,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
ma_alignment_score,ma_alignment_score,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
ema_alignment_score,ema_alignment_score,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
volume_cv_20,volume_cv_20,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
volume_cv_60,volume_cv_60,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
amount_cv_20,amount_cv_20,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
amount_cv_60,amount_cv_60,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
turnover_cv_20,turnover_cv_20,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
turnover_cv_60,turnover_cv_60,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
amount_crowding_20,amount_crowding_20,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
amount_crowding_60,amount_crowding_60,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
turnover_crowding_20,turnover_crowding_20,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
turnover_crowding_60,turnover_crowding_60,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
shrinkage_breakout_20,shrinkage_breakout_20,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
shrinkage_breakout_60,shrinkage_breakout_60,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
stalled_up_volume_20,stalled_up_volume_20,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
stalled_up_volume_60,stalled_up_volume_60,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
low_volume_pullback_20,low_volume_pullback_20,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
low_volume_pullback_60,low_volume_pullback_60,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
volatility_contraction_20,volatility_contraction_20,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
volatility_contraction_60,volatility_contraction_60,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
atr_contraction_20_60,atr_contraction_20_60,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
range_compression_20,range_compression_20,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
range_compression_60,range_compression_60,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,quarantine
up_streak,up_streak,trend_shape,daily_bar,"T+0 close-based, usable from next trade day",captures candle shape and path behavior linked to supply-demand imbalance,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
down_streak,down_streak,trend_shape,daily_bar,"T+0 close-based, usable from next trade day",captures candle shape and path behavior linked to supply-demand imbalance,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,approved
new_high_distance_60,new_high_distance_60,technical_other,daily_bar,"T+0 close-based, usable from next trade day",technical descriptor; must earn inclusion through out-of-sample evidence,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
new_low_distance_60,new_low_distance_60,technical_other,daily_bar,"T+0 close-based, usable from next trade day",technical descriptor; must earn inclusion through out-of-sample evidence,empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
cs_momentum_rank_20,cs_momentum_rank_20,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
cs_momentum_rank_60,cs_momentum_rank_60,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
cs_momentum_rank_120,cs_momentum_rank_120,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
cs_reversal_rank_5,cs_reversal_rank_5,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,approved
cs_volatility_rank_20,cs_volatility_rank_20,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
cs_volatility_rank_60,cs_volatility_rank_60,volatility_risk,daily_bar,"T+0 close-based, usable from next trade day","captures downside risk, instability, and volatility risk premium",lower_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
cs_amount_rank_20,cs_amount_rank_20,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
cs_amount_rank_60,cs_amount_rank_60,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
cs_turnover_rank_20,cs_turnover_rank_20,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
cs_turnover_rank_60,cs_turnover_rank_60,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
cs_liquidity_risk_score,cs_liquidity_risk_score,market_environment,daily_bar,"T+0 close-based, usable from next trade day",captures cross-sectional and broad-market state that changes factor payoffs,control_or_regime_dependent,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,watchlist
market_breadth,market_breadth,market_environment,daily_bar,"T+0 close-based, usable from next trade day",captures cross-sectional and broad-market state that changes factor payoffs,higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,quarantine
market_mean_return,market_mean_return,market_environment,daily_bar,"T+0 close-based, usable from next trade day",captures cross-sectional and broad-market state that changes factor payoffs,control_or_regime_dependent,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",computed only from current and historical rows; prediction must trade no earlier than next bar,quarantine
